accessapproval,approval_requests,projects_approval_requests_get,accessapprovalapproval_requestsprojects_approval_requests_get,4,accessapproval.projects.approvalRequests.get
accessapproval,approval_requests,projects_approval_requests_approve,accessapprovalapproval_requestsprojects_approval_requests_approve,4,accessapproval.projects.approvalRequests.approve
accessapproval,approval_requests,projects_approval_requests_invalidate,accessapprovalapproval_requestsprojects_approval_requests_invalidate,4,accessapproval.projects.approvalRequests.invalidate
accessapproval,approval_requests,projects_approval_requests_list,accessapprovalapproval_requestsprojects_approval_requests_list,4,accessapproval.projects.approvalRequests.list
accessapproval,approval_requests,projects_approval_requests_dismiss,accessapprovalapproval_requestsprojects_approval_requests_dismiss,4,accessapproval.projects.approvalRequests.dismiss
accessapproval,service_account,projects_get_service_account,accessapprovalservice_accountprojects_get_service_account,3,accessapproval.projects.getServiceAccount
accessapproval,access_approval_settings,projects_update_access_approval_settings,accessapprovalaccess_approval_settingsprojects_update_access_approval_settings,3,accessapproval.projects.updateAccessApprovalSettings
accessapproval,access_approval_settings,projects_get_access_approval_settings,accessapprovalaccess_approval_settingsprojects_get_access_approval_settings,3,accessapproval.projects.getAccessApprovalSettings
accessapproval,access_approval_settings,projects_delete_access_approval_settings,accessapprovalaccess_approval_settingsprojects_delete_access_approval_settings,3,accessapproval.projects.deleteAccessApprovalSettings
accessapproval,approval_requests,folders_approval_requests_approve,accessapprovalapproval_requestsfolders_approval_requests_approve,4,accessapproval.folders.approvalRequests.approve
accessapproval,approval_requests,folders_approval_requests_dismiss,accessapprovalapproval_requestsfolders_approval_requests_dismiss,4,accessapproval.folders.approvalRequests.dismiss
accessapproval,approval_requests,folders_approval_requests_get,accessapprovalapproval_requestsfolders_approval_requests_get,4,accessapproval.folders.approvalRequests.get
accessapproval,approval_requests,folders_approval_requests_invalidate,accessapprovalapproval_requestsfolders_approval_requests_invalidate,4,accessapproval.folders.approvalRequests.invalidate
accessapproval,approval_requests,folders_approval_requests_list,accessapprovalapproval_requestsfolders_approval_requests_list,4,accessapproval.folders.approvalRequests.list
accessapproval,access_approval_settings,folders_update_access_approval_settings,accessapprovalaccess_approval_settingsfolders_update_access_approval_settings,3,accessapproval.folders.updateAccessApprovalSettings
accessapproval,access_approval_settings,folders_delete_access_approval_settings,accessapprovalaccess_approval_settingsfolders_delete_access_approval_settings,3,accessapproval.folders.deleteAccessApprovalSettings
accessapproval,access_approval_settings,folders_get_access_approval_settings,accessapprovalaccess_approval_settingsfolders_get_access_approval_settings,3,accessapproval.folders.getAccessApprovalSettings
accessapproval,service_account,folders_get_service_account,accessapprovalservice_accountfolders_get_service_account,3,accessapproval.folders.getServiceAccount
accessapproval,approval_requests,organizations_approval_requests_list,accessapprovalapproval_requestsorganizations_approval_requests_list,4,accessapproval.organizations.approvalRequests.list
accessapproval,approval_requests,organizations_approval_requests_dismiss,accessapprovalapproval_requestsorganizations_approval_requests_dismiss,4,accessapproval.organizations.approvalRequests.dismiss
accessapproval,approval_requests,organizations_approval_requests_approve,accessapprovalapproval_requestsorganizations_approval_requests_approve,4,accessapproval.organizations.approvalRequests.approve
accessapproval,approval_requests,organizations_approval_requests_get,accessapprovalapproval_requestsorganizations_approval_requests_get,4,accessapproval.organizations.approvalRequests.get
accessapproval,approval_requests,organizations_approval_requests_invalidate,accessapprovalapproval_requestsorganizations_approval_requests_invalidate,4,accessapproval.organizations.approvalRequests.invalidate
accessapproval,access_approval_settings,organizations_delete_access_approval_settings,accessapprovalaccess_approval_settingsorganizations_delete_access_approval_settings,3,accessapproval.organizations.deleteAccessApprovalSettings
accessapproval,access_approval_settings,organizations_get_access_approval_settings,accessapprovalaccess_approval_settingsorganizations_get_access_approval_settings,3,accessapproval.organizations.getAccessApprovalSettings
accessapproval,access_approval_settings,organizations_update_access_approval_settings,accessapprovalaccess_approval_settingsorganizations_update_access_approval_settings,3,accessapproval.organizations.updateAccessApprovalSettings
accessapproval,service_account,organizations_get_service_account,accessapprovalservice_accountorganizations_get_service_account,3,accessapproval.organizations.getServiceAccount
accesscontextmanager,operations,list,accesscontextmanageroperationslist,3,accesscontextmanager.operations.list
accesscontextmanager,operations,delete,accesscontextmanageroperationsdelete,3,accesscontextmanager.operations.delete
accesscontextmanager,operations,get,accesscontextmanageroperationsget,3,accesscontextmanager.operations.get
accesscontextmanager,operations,cancel,accesscontextmanageroperationscancel,3,accesscontextmanager.operations.cancel
accesscontextmanager,access_policies,create,accesscontextmanageraccess_policiescreate,3,accesscontextmanager.accessPolicies.create
accesscontextmanager,access_policies,list,accesscontextmanageraccess_policieslist,3,accesscontextmanager.accessPolicies.list
accesscontextmanager,access_policies,get,accesscontextmanageraccess_policiesget,3,accesscontextmanager.accessPolicies.get
accesscontextmanager,access_policies,delete,accesscontextmanageraccess_policiesdelete,3,accesscontextmanager.accessPolicies.delete
accesscontextmanager,access_policies,patch,accesscontextmanageraccess_policiespatch,3,accesscontextmanager.accessPolicies.patch
accesscontextmanager,access_policies_iam_policies,get_iam_policy,accesscontextmanageraccess_policies_iam_policiesget_iam_policy,3,accesscontextmanager.accessPolicies.getIamPolicy
accesscontextmanager,access_policies_iam_policies,test_iam_permissions,accesscontextmanageraccess_policies_iam_policiestest_iam_permissions,3,accesscontextmanager.accessPolicies.testIamPermissions
accesscontextmanager,access_policies_iam_policies,set_iam_policy,accesscontextmanageraccess_policies_iam_policiesset_iam_policy,3,accesscontextmanager.accessPolicies.setIamPolicy
accesscontextmanager,service_perimeters,replace_all,accesscontextmanagerservice_perimetersreplace_all,4,accesscontextmanager.accessPolicies.servicePerimeters.replaceAll
accesscontextmanager,service_perimeters,get,accesscontextmanagerservice_perimetersget,4,accesscontextmanager.accessPolicies.servicePerimeters.get
accesscontextmanager,service_perimeters,delete,accesscontextmanagerservice_perimetersdelete,4,accesscontextmanager.accessPolicies.servicePerimeters.delete
accesscontextmanager,service_perimeters,patch,accesscontextmanagerservice_perimeterspatch,4,accesscontextmanager.accessPolicies.servicePerimeters.patch
accesscontextmanager,service_perimeters_iam_policies,test_iam_permissions,accesscontextmanagerservice_perimeters_iam_policiestest_iam_permissions,4,accesscontextmanager.accessPolicies.servicePerimeters.testIamPermissions
accesscontextmanager,service_perimeters,list,accesscontextmanagerservice_perimeterslist,4,accesscontextmanager.accessPolicies.servicePerimeters.list
accesscontextmanager,service_perimeters,create,accesscontextmanagerservice_perimeterscreate,4,accesscontextmanager.accessPolicies.servicePerimeters.create
accesscontextmanager,service_perimeters,commit,accesscontextmanagerservice_perimeterscommit,4,accesscontextmanager.accessPolicies.servicePerimeters.commit
accesscontextmanager,access_levels,replace_all,accesscontextmanageraccess_levelsreplace_all,4,accesscontextmanager.accessPolicies.accessLevels.replaceAll
accesscontextmanager,access_levels,patch,accesscontextmanageraccess_levelspatch,4,accesscontextmanager.accessPolicies.accessLevels.patch
accesscontextmanager,access_levels,delete,accesscontextmanageraccess_levelsdelete,4,accesscontextmanager.accessPolicies.accessLevels.delete
accesscontextmanager,access_levels,get,accesscontextmanageraccess_levelsget,4,accesscontextmanager.accessPolicies.accessLevels.get
accesscontextmanager,access_levels,list,accesscontextmanageraccess_levelslist,4,accesscontextmanager.accessPolicies.accessLevels.list
accesscontextmanager,access_levels,create,accesscontextmanageraccess_levelscreate,4,accesscontextmanager.accessPolicies.accessLevels.create
accesscontextmanager,access_levels_iam_policies,test_iam_permissions,accesscontextmanageraccess_levels_iam_policiestest_iam_permissions,4,accesscontextmanager.accessPolicies.accessLevels.testIamPermissions
accesscontextmanager,authorized_orgs_descs,list,accesscontextmanagerauthorized_orgs_descslist,4,accesscontextmanager.accessPolicies.authorizedOrgsDescs.list
accesscontextmanager,authorized_orgs_descs,create,accesscontextmanagerauthorized_orgs_descscreate,4,accesscontextmanager.accessPolicies.authorizedOrgsDescs.create
accesscontextmanager,authorized_orgs_descs,patch,accesscontextmanagerauthorized_orgs_descspatch,4,accesscontextmanager.accessPolicies.authorizedOrgsDescs.patch
